,DATETIME,HB_HOUSTON (DALMP),GR_ERCOT (WIND_RTI),GR_PANHANDLE (WIND_RTI),GR_COASTAL (WIND_RTI),GR_SOUTH (WIND_RTI),GR_NORTH (WIND_RTI),GR_WEST (WIND_RTI),WZ_ERCOT (RTLOAD),WZ_Coast (RTLOAD),WZ_East (RTLOAD),WZ_FarWest (RTLOAD),WZ_North (RTLOAD),WZ_NorthCentral (RTLOAD),WZ_SouthCentral (RTLOAD),WZ_Southern (RTLOAD),WZ_West (RTLOAD),TX - El Paso/Intl (TEMP_F),TX - Houston/Intercontinental (TEMP_F),ERCOT (GEN_RESOURCE),Henry (GASPRICE),HOURENDING,MARKETDAY,PEAKTYPE,MONTH,YEAR
3468,2021-02-21 12:00:00,22.61,12469.63,2720.0,2511.57,1519.7,998.77,4719.59,34408.83,7977.94,1593.76,2387.86,820.97,12303.95,5672.29,2462.87,1189.2,57.9,71.1,56358.5,4.992,12,02/21/2021,,FEBRUARY,2021
3469,2021-02-21 13:00:00,22.01,11513.63,2020.1,2514.68,1304.44,874.54,4799.87,33178.98,7874.46,1510.92,2389.93,766.02,11624.35,5488.71,2400.42,1124.17,59.0,70.0,57152.2,4.992,13,02/21/2021,,FEBRUARY,2021
3470,2021-02-21 14:00:00,15.83,10908.23,1795.61,2620.06,1158.56,771.7,4562.3,32153.77,7804.0,1435.74,2393.95,727.05,11047.96,5295.76,2374.5,1074.82,60.1,71.1,56543.8,4.992,14,02/21/2021,,FEBRUARY,2021
3471,2021-02-21 15:00:00,15.17,10043.78,1627.07,2551.91,742.82,647.42,4474.56,31367.69,7714.01,1369.44,2418.41,692.0,10607.82,5167.21,2352.39,1046.41,61.0,71.1,55162.9,4.992,15,02/21/2021,,FEBRUARY,2021
3472,2021-02-21 16:00:00,15.63,9678.72,1894.39,2509.15,374.07,563.04,4338.07,31167.5,7702.54,1326.87,2518.41,684.25,10374.14,5149.4,2368.35,1043.54,61.0,71.1,54085.7,4.992,16,02/21/2021,,FEBRUARY,2021
3473,2021-02-21 17:00:00,17.44,9810.16,1820.47,2701.24,401.31,606.72,4280.42,31364.63,7722.05,1316.97,2558.52,677.07,10363.59,5250.96,2419.83,1055.63,60.1,71.1,52652.5,4.992,17,02/21/2021,,FEBRUARY,2021
3474,2021-02-21 18:00:00,25.2,10078.9,1533.49,2817.73,752.95,720.32,4254.41,32117.22,7849.0,1347.83,2640.59,707.41,10622.85,5449.56,2474.87,1025.11,57.0,69.1,48259.9,4.992,18,02/21/2021,,FEBRUARY,2021
3475,2021-02-21 19:00:00,34.99,9018.01,821.78,2060.09,925.19,753.08,4457.87,33769.95,8230.55,1454.09,2709.56,744.77,11301.88,5792.65,2510.75,1025.69,54.0,64.9,46132.3,4.992,19,02/21/2021,,FEBRUARY,2021
3476,2021-02-21 20:00:00,30.01,8715.14,511.26,1593.62,1118.29,762.8,4729.17,35007.03,8461.9,1496.73,2854.37,771.49,11741.02,5985.96,2615.55,1080.0,48.9,62.1,46245.1,4.992,20,02/21/2021,,FEBRUARY,2021
3477,2021-02-21 21:00:00,26.15,8857.71,386.21,1374.17,1490.25,961.49,4645.59,34770.38,8370.2,1483.06,2937.99,772.92,11741.78,5834.11,2589.75,1040.57,46.9,57.0,45495.4,4.992,21,02/21/2021,,FEBRUARY,2021
3478,2021-02-21 22:00:00,25.32,8108.34,320.52,1181.29,1493.72,969.36,4143.45,34011.51,8150.46,1444.32,2911.83,767.78,11522.0,5627.27,2523.06,1064.78,46.9,54.0,44523.8,4.992,22,02/21/2021,,FEBRUARY,2021
3479,2021-02-21 23:00:00,28.04,7139.01,280.3,923.06,1348.56,882.44,3704.65,32602.08,7839.33,1368.03,2866.34,759.25,11008.24,5309.36,2370.01,1081.52,43.0,51.1,43838.6,4.992,23,02/21/2021,,FEBRUARY,2021
3480,2021-02-22 00:00:00,25.05,5655.69,435.66,691.49,1145.6,650.29,2732.65,31164.47,7476.03,1291.77,2841.37,746.12,10577.28,4963.89,2193.65,1074.37,43.0,50.0,42795.4,4.992,24,02/21/2021,,FEBRUARY,2021
3481,2021-02-22 01:00:00,22.26,4016.97,680.44,465.65,744.52,487.85,1638.51,30282.33,7214.18,1269.5,2833.55,743.07,10366.11,4767.21,2002.31,1086.4,39.9,53.1,42741.2,4.992,1,02/22/2021,,FEBRUARY,2021
3482,2021-02-22 02:00:00,22.2,3139.46,1062.34,338.82,518.01,367.98,852.31,30008.13,7066.24,1276.69,2830.08,772.37,10433.39,4599.67,1897.72,1131.97,39.0,55.9,41951.0,4.992,2,02/22/2021,,FEBRUARY,2021
3483,2021-02-22 03:00:00,21.63,3013.26,1701.79,174.02,310.55,214.67,612.23,30295.87,6981.76,1315.14,2823.72,811.29,10670.73,4624.86,1859.65,1208.73,37.0,57.0,41691.8,4.992,3,02/22/2021,,FEBRUARY,2021
3484,2021-02-22 04:00:00,22.19,3760.79,2584.41,153.07,172.87,88.3,762.14,31080.4,6973.7,1374.96,2802.11,864.35,11161.02,4744.4,1882.1,1277.77,36.0,57.0,42181.8,4.992,4,02/22/2021,,FEBRUARY,2021
3485,2021-02-22 05:00:00,22.36,5191.32,2979.55,621.25,105.97,44.13,1440.42,32574.5,7170.84,1473.47,2823.64,929.69,11931.24,4983.01,1946.09,1316.51,36.0,55.9,44168.5,4.992,5,02/22/2021,,FEBRUARY,2021
3486,2021-02-22 06:00:00,24.99,6045.49,2937.27,798.63,213.46,27.06,2069.07,35218.42,7605.81,1622.52,2886.32,1008.98,13124.33,5484.36,2096.21,1389.9,28.9,53.1,47015.0,4.992,6,02/22/2021,,FEBRUARY,2021
3487,2021-02-22 07:00:00,46.98,7293.75,2783.2,850.21,239.25,67.46,3353.63,38883.13,8252.18,1822.89,2954.48,1086.0,14664.66,6212.53,2322.63,1567.75,30.9,48.9,49638.2,4.992,7,02/22/2021,,FEBRUARY,2021
3488,2021-02-22 08:00:00,43.66,8956.53,2374.98,932.66,258.36,159.58,5230.95,40729.18,8556.05,1910.06,2999.8,1085.99,15457.57,6629.83,2437.1,1652.78,37.0,55.0,46976.9,4.992,8,02/22/2021,,FEBRUARY,2021
3489,2021-02-22 09:00:00,32.89,9442.94,1805.03,951.75,402.98,281.61,6001.57,39605.93,8584.48,1812.25,3026.11,1025.03,14753.22,6464.85,2452.95,1487.03,44.1,59.0,51375.2,4.992,9,02/22/2021,,FEBRUARY,2021
3490,2021-02-22 10:00:00,30.0,7418.9,1067.59,1008.02,244.27,186.29,4912.73,37910.45,8584.42,1681.11,2975.19,991.8,13740.75,6106.82,2479.06,1351.29,50.0,64.0,53049.3,4.992,10,02/22/2021,,FEBRUARY,2021
3491,2021-02-22 11:00:00,26.7,8550.01,1045.86,904.44,169.94,207.66,6222.11,36509.21,8578.86,1570.69,2852.6,924.01,12956.04,5822.73,2462.22,1342.05,54.0,66.0,52668.0,4.992,11,02/22/2021,,FEBRUARY,2021
3492,2021-02-22 12:00:00,24.82,10207.71,1164.83,925.3,84.39,252.92,7780.27,35555.01,8598.21,1492.11,2800.89,848.75,12344.37,5656.12,2483.32,1331.23,57.9,70.0,52083.9,4.992,12,02/22/2021,,FEBRUARY,2021
3493,2021-02-22 13:00:00,23.46,10870.62,1015.75,960.83,96.05,325.2,8472.79,34884.09,8622.85,1430.27,2827.83,800.17,11852.92,5543.32,2519.27,1287.46,60.1,73.9,53503.9,4.992,13,02/22/2021,,FEBRUARY,2021
3494,2021-02-22 14:00:00,22.41,11117.93,941.88,863.86,109.96,437.92,8764.31,34508.75,8689.4,1396.2,2859.1,774.81,11469.72,5510.7,2563.48,1245.35,63.0,75.0,54271.7,4.992,14,02/22/2021,,FEBRUARY,2021
3495,2021-02-22 15:00:00,22.23,10819.48,833.32,889.47,109.78,483.75,8503.16,34245.55,8750.23,1372.15,2893.9,755.19,11155.3,5492.44,2630.92,1195.42,66.0,73.9,54455.5,4.992,15,02/22/2021,,FEBRUARY,2021
3496,2021-02-22 16:00:00,21.47,10462.7,681.99,1003.43,123.77,435.25,8218.26,34146.3,8816.0,1353.51,2913.26,742.17,10954.42,5524.48,2691.05,1151.42,66.0,75.0,54999.9,4.992,16,02/22/2021,,FEBRUARY,2021
3497,2021-02-22 17:00:00,23.5,9740.61,510.45,1048.73,106.79,364.0,7710.64,34446.15,8832.08,1355.17,3093.21,735.8,10903.17,5675.55,2719.11,1132.07,66.0,73.9,53901.5,4.992,17,02/22/2021,,FEBRUARY,2021
3498,2021-02-22 18:00:00,31.4,7727.34,313.67,1001.95,150.63,339.41,5921.68,34732.09,8781.59,1366.0,3184.69,718.04,11075.35,5841.27,2690.56,1074.59,62.1,70.0,49450.0,4.992,18,02/22/2021,,FEBRUARY,2021
3499,2021-02-22 19:00:00,38.0,5557.83,95.93,976.69,330.22,234.25,3920.74,35787.91,8915.59,1455.71,3176.44,731.86,11587.09,6089.75,2729.61,1101.87,57.0,59.0,46790.0,4.992,19,02/22/2021,,FEBRUARY,2021
3500,2021-02-22 20:00:00,35.82,7688.08,119.42,1031.51,1211.69,248.27,5077.19,36649.78,8962.48,1507.4,3235.28,759.53,11953.77,6226.12,2818.38,1186.81,55.0,53.1,47004.1,4.992,20,02/22/2021,,FEBRUARY,2021
3501,2021-02-22 21:00:00,30.6,10313.0,158.69,1255.66,1743.22,389.99,6765.44,36236.89,8791.12,1516.27,3267.35,752.34,11866.96,6088.79,2761.26,1192.81,52.0,53.1,47230.9,4.992,21,02/22/2021,,FEBRUARY,2021
3502,2021-02-22 22:00:00,25.32,12608.18,184.91,1375.18,1840.24,656.76,8551.09,35241.54,8538.53,1479.0,3315.66,741.46,11532.37,5840.11,2653.8,1140.61,53.1,53.1,49355.7,4.992,22,02/22/2021,,FEBRUARY,2021
3503,2021-02-22 23:00:00,22.72,13109.22,147.54,1336.3,1787.92,983.93,8853.53,33629.05,8134.18,1426.11,3273.97,707.3,11000.61,5472.77,2487.88,1126.23,50.0,50.0,49861.1,4.992,23,02/22/2021,,FEBRUARY,2021
3504,2021-02-23 00:00:00,12.31,11682.9,97.98,1238.77,1763.1,1219.36,7363.69,31903.05,7742.86,1367.81,3256.27,690.04,10341.43,5134.86,2291.53,1078.25,42.1,54.0,50895.8,4.992,24,02/22/2021,,FEBRUARY,2021
3505,2021-02-23 01:00:00,15.25,11545.61,63.96,1207.86,1806.34,1288.55,7178.9,30789.44,7491.32,1331.04,3281.77,669.75,9964.62,4889.9,2132.5,1028.54,41.0,50.0,50830.4,2.868,1,02/23/2021,,FEBRUARY,2021
3506,2021-02-23 02:00:00,14.36,11254.85,43.08,1113.85,1906.0,1286.49,6905.43,30357.76,7381.62,1346.51,3315.68,675.8,9813.65,4788.74,2042.66,993.11,41.0,42.1,50760.2,2.868,2,02/23/2021,,FEBRUARY,2021
3507,2021-02-23 03:00:00,14.5,11294.92,32.99,1118.41,1867.6,1259.1,7016.82,30505.19,7401.4,1376.62,3341.22,699.16,9883.04,4804.11,2004.38,995.26,37.9,42.1,49134.4,2.868,3,02/23/2021,,FEBRUARY,2021
3508,2021-02-23 04:00:00,15.71,11296.91,59.38,860.9,1703.93,1226.19,7446.51,31015.52,7522.52,1411.45,3433.19,718.85,10062.48,4924.96,1986.17,955.91,36.0,43.0,48098.2,2.868,4,02/23/2021,,FEBRUARY,2021
3509,2021-02-23 05:00:00,17.3,10627.85,207.78,604.92,1554.4,1194.81,7065.94,32160.18,7811.74,1478.41,3439.2,745.33,10493.89,5159.54,2019.53,1012.53,34.0,41.0,47244.7,2.868,5,02/23/2021,,FEBRUARY,2021
3510,2021-02-23 06:00:00,20.91,9878.06,268.5,424.88,1421.4,1266.98,6496.3,34563.49,8416.61,1605.82,3486.31,795.65,11400.71,5606.67,2154.4,1097.32,34.0,43.0,47019.6,2.868,6,02/23/2021,,FEBRUARY,2021
3511,2021-02-23 07:00:00,33.58,9546.79,485.49,316.1,1138.39,1243.64,6363.17,38106.6,9220.17,1791.13,3536.44,878.73,12738.94,6302.84,2405.67,1232.67,33.1,39.0,49302.5,2.868,7,02/23/2021,,FEBRUARY,2021
3512,2021-02-23 08:00:00,34.32,9589.32,703.77,264.88,934.13,1144.71,6541.83,39593.54,9540.21,1827.16,3565.42,897.46,13312.7,6632.37,2525.1,1293.12,39.0,46.9,49443.6,2.868,8,02/23/2021,,FEBRUARY,2021
3513,2021-02-23 09:00:00,26.34,9049.67,1035.08,201.72,776.45,1055.0,5981.42,38561.3,9467.59,1718.56,3385.16,879.11,12888.55,6424.7,2541.72,1255.91,46.9,55.9,50825.7,2.868,9,02/23/2021,,FEBRUARY,2021
3514,2021-02-23 10:00:00,22.97,7166.33,1292.04,103.47,672.38,816.42,4282.02,37090.3,9226.0,1573.27,3365.53,890.47,12286.17,6044.17,2530.32,1174.38,52.0,64.9,50784.3,2.868,10,02/23/2021,,FEBRUARY,2021
3515,2021-02-23 11:00:00,22.62,8478.47,1869.36,352.63,758.54,873.44,4624.5,35838.1,9076.71,1463.26,3289.36,861.17,11784.3,5735.36,2460.23,1167.71,57.0,72.0,50385.4,2.868,11,02/23/2021,,FEBRUARY,2021
3516,2021-02-23 12:00:00,18.88,11402.93,2897.46,649.61,1046.23,1016.83,5792.8,35128.79,9007.76,1395.44,3188.59,837.59,11466.19,5551.44,2469.11,1212.67,64.0,75.0,50862.7,2.868,12,02/23/2021,,FEBRUARY,2021
3517,2021-02-23 13:00:00,17.62,14127.29,3059.9,1119.92,1310.22,1160.83,7476.42,34919.98,9014.05,1355.78,3174.55,821.45,11253.7,5513.83,2533.79,1252.82,68.0,77.0,52233.4,2.868,13,02/23/2021,,FEBRUARY,2021
3518,2021-02-23 14:00:00,16.6,15760.32,3120.6,1482.44,1391.11,1301.56,8464.61,34930.54,9060.88,1345.86,3217.08,754.57,11153.35,5488.56,2642.01,1268.23,71.1,79.0,56103.3,2.868,14,02/23/2021,,FEBRUARY,2021
3519,2021-02-23 15:00:00,15.26,16530.11,2866.34,1962.15,1410.08,1350.19,8941.35,35147.22,9106.97,1335.66,3266.39,708.86,11153.46,5585.19,2724.0,1266.7,73.0,79.0,59032.2,2.868,15,02/23/2021,,FEBRUARY,2021
3520,2021-02-23 16:00:00,12.74,17304.44,2826.57,2274.06,1516.26,1379.53,9308.02,35505.9,9177.52,1339.83,3305.48,707.89,11168.99,5702.79,2823.6,1279.8,73.0,80.1,60071.9,2.868,16,02/23/2021,,FEBRUARY,2021
3521,2021-02-23 17:00:00,14.43,17773.69,2604.77,2492.54,1725.01,1383.47,9567.9,35862.37,9185.34,1342.83,3349.97,700.96,11288.05,5822.74,2886.69,1285.76,72.0,77.0,60626.1,2.868,17,02/23/2021,,FEBRUARY,2021
3522,2021-02-23 18:00:00,17.9,18280.92,2733.47,2535.23,1939.96,1364.31,9707.95,36163.27,9098.7,1355.21,3383.47,722.76,11436.45,6004.76,2878.94,1282.98,70.0,73.0,59056.2,2.868,18,02/23/2021,,FEBRUARY,2021
3523,2021-02-23 19:00:00,19.67,19271.9,3063.18,2542.96,2104.38,1332.83,10228.55,37054.32,9199.51,1413.62,3414.45,768.27,11840.84,6207.89,2901.44,1308.31,63.0,68.0,57373.6,2.868,19,02/23/2021,,FEBRUARY,2021
3524,2021-02-23 20:00:00,18.42,19886.34,3077.25,2621.17,2180.15,1380.35,10627.42,37725.16,9299.75,1439.86,3427.58,785.03,12103.75,6349.82,2963.51,1355.86,66.9,64.9,56298.6,2.868,20,02/23/2021,,FEBRUARY,2021
3525,2021-02-23 21:00:00,17.76,19384.78,3070.66,2441.29,2252.4,1414.48,10205.95,36914.2,9085.63,1411.79,3390.13,767.7,11822.52,6189.29,2909.49,1337.65,64.0,63.0,56522.7,2.868,21,02/23/2021,,FEBRUARY,2021
3526,2021-02-23 22:00:00,14.92,17867.28,2556.11,2043.81,2254.04,1332.27,9681.05,35388.93,8754.29,1345.02,3410.85,719.18,11232.85,5896.42,2775.58,1254.74,57.9,61.0,56399.3,2.868,22,02/23/2021,,FEBRUARY,2021
3527,2021-02-23 23:00:00,5.0,15735.97,2239.7,1626.2,2049.09,1055.76,8765.22,33147.64,8252.03,1255.11,3349.03,666.47,10367.19,5481.26,2568.32,1208.24,55.9,60.1,56544.2,2.868,23,02/23/2021,,FEBRUARY,2021
3528,2021-02-24 00:00:00,3.24,13767.41,1988.84,1414.13,1964.85,801.78,7597.81,,,,,,,,,,53.1,60.1,56447.7,2.868,24,02/23/2021,,FEBRUARY,2021
3529,2021-02-24 01:00:00,0.23,12189.76,1984.9,1324.5,1752.57,649.74,6478.05,29282.81,7421.42,1105.53,3222.96,609.02,8890.91,4697.3,2159.72,1175.94,57.0,60.1,54706.2,2.792,1,02/24/2021,,FEBRUARY,2021
3530,2021-02-24 02:00:00,0.08,11359.28,2019.34,1212.01,1585.4,576.83,5965.7,28285.09,7228.74,1074.39,3209.69,596.63,8510.78,4471.88,2031.86,1161.12,54.0,59.0,53603.5,2.792,2,02/24/2021,,FEBRUARY,2021
3531,2021-02-24 03:00:00,0.06,11022.29,2041.22,969.79,1612.6,588.33,5810.35,27863.28,7156.47,1061.75,3191.79,605.6,8344.15,4359.27,1958.83,1185.42,51.1,59.0,52580.5,2.792,3,02/24/2021,,FEBRUARY,2021
3532,2021-02-24 04:00:00,0.45,11040.91,1984.67,935.03,1536.12,646.1,5938.99,27716.08,7158.78,1065.49,3214.13,594.87,8281.42,4296.22,1919.69,1185.48,48.9,60.1,51060.6,2.792,4,02/24/2021,,FEBRUARY,2021
3533,2021-02-24 05:00:00,3.22,11510.11,2022.0,877.66,1342.94,782.59,6484.92,28401.25,7356.13,1100.21,3251.85,618.99,8564.36,4387.14,1917.26,1205.33,50.0,57.9,50222.1,2.792,5,02/24/2021,,FEBRUARY,2021
3534,2021-02-24 06:00:00,5.0,12307.16,2085.82,1197.53,1131.35,1035.6,6856.86,29993.28,7779.93,1185.47,3271.52,650.62,9182.98,4634.74,2018.21,1269.8,37.0,57.0,50508.2,2.792,6,02/24/2021,,FEBRUARY,2021
3535,2021-02-24 07:00:00,17.63,14744.41,2893.48,1483.81,1157.19,1190.77,8019.16,32971.99,8431.63,1334.51,3343.45,752.86,10349.22,5159.47,2236.92,1363.92,37.0,60.1,51193.1,2.792,7,02/24/2021,,FEBRUARY,2021
3536,2021-02-24 08:00:00,18.45,15994.2,3092.03,1679.68,932.08,1154.69,9135.72,34419.09,8721.44,1385.14,3400.19,781.27,10960.36,5441.75,2339.79,1389.14,46.0,63.0,50738.9,2.792,8,02/24/2021,,FEBRUARY,2021
3537,2021-02-24 09:00:00,18.13,15255.58,3062.59,1687.35,861.18,1022.86,8621.6,34847.65,8895.14,1384.16,3358.22,805.24,11097.28,5560.75,2393.58,1353.29,55.0,66.9,52372.6,2.792,9,02/24/2021,,FEBRUARY,2021
3538,2021-02-24 10:00:00,17.64,15220.7,2963.63,1795.63,509.94,818.14,9133.36,35212.12,9073.03,1383.17,3314.81,837.13,11164.2,5643.09,2471.93,1324.76,61.0,72.0,54961.9,2.792,10,02/24/2021,,FEBRUARY,2021
3539,2021-02-24 11:00:00,17.18,14630.41,2345.73,2060.5,241.57,868.61,9114.0,35538.4,9301.55,1382.33,3304.58,804.25,11255.29,5683.59,2571.32,1235.5,66.9,75.0,53257.6,2.792,11,02/24/2021,,FEBRUARY,2021
3540,2021-02-24 12:00:00,16.87,13166.56,1619.16,2142.01,173.37,818.94,8413.08,35918.45,9495.95,1381.73,3298.52,763.81,11288.16,5775.12,2716.42,1198.74,70.0,75.9,52398.3,2.792,12,02/24/2021,,FEBRUARY,2021
3541,2021-02-24 13:00:00,17.44,11599.92,1389.69,2098.76,135.06,786.05,7190.36,36242.75,9629.01,1390.46,3272.53,773.41,11257.27,5908.05,2862.94,1149.07,72.0,77.0,51062.1,2.792,13,02/24/2021,,FEBRUARY,2021
3542,2021-02-24 14:00:00,18.51,9773.25,1008.94,2064.27,100.57,707.15,5892.32,36486.88,9714.94,1400.23,3298.29,768.06,11168.39,5965.39,3027.98,1143.59,73.9,81.0,49269.8,2.792,14,02/24/2021,,FEBRUARY,2021
3543,2021-02-24 15:00:00,17.98,8443.49,788.2,2126.04,98.68,635.56,4795.01,36797.65,9797.02,1400.17,3321.06,746.85,11061.95,6068.93,3178.08,1223.59,73.9,79.0,49112.6,2.792,15,02/24/2021,,FEBRUARY,2021
3544,2021-02-24 16:00:00,18.54,7715.68,782.58,2286.35,108.55,546.97,3991.23,37234.45,9895.55,1412.86,3344.95,774.81,11003.43,6252.62,3299.22,1251.01,73.9,79.0,48469.3,2.792,16,02/24/2021,,FEBRUARY,2021
3545,2021-02-24 17:00:00,19.98,7158.34,755.29,2503.38,217.85,454.01,3227.81,37557.56,9904.3,1417.04,3383.53,787.81,11076.19,6495.69,3315.87,1177.12,72.0,79.0,48942.5,2.792,17,02/24/2021,,FEBRUARY,2021
3546,2021-02-24 18:00:00,26.03,7455.21,741.9,2891.6,688.74,372.97,2760.0,37633.45,9855.06,1432.68,3373.49,754.88,11177.96,6561.31,3266.88,1211.18,69.1,77.0,47377.0,2.792,18,02/24/2021,,FEBRUARY,2021
3547,2021-02-24 19:00:00,34.35,8363.47,763.31,3016.41,1006.75,432.34,3144.66,38365.29,10022.87,1472.99,3420.83,785.09,11450.29,6699.28,3245.2,1268.73,64.9,75.9,45985.9,2.792,19,02/24/2021,,FEBRUARY,2021
3548,2021-02-24 20:00:00,24.13,11586.54,1187.72,2855.23,1321.51,593.44,5628.64,38720.52,10032.91,1464.95,3504.29,794.0,11672.41,6702.14,3239.93,1309.91,61.0,75.0,48146.0,2.792,20,02/24/2021,,FEBRUARY,2021
3549,2021-02-24 21:00:00,19.48,15056.4,2009.35,2490.07,1476.21,869.65,8211.12,37962.31,9782.96,1432.94,3499.53,805.65,11594.74,6458.5,3069.29,1318.7,57.9,73.0,50176.7,2.792,21,02/24/2021,,FEBRUARY,2021
3550,2021-02-24 22:00:00,18.44,16958.78,2753.79,1861.83,1716.56,1097.65,9528.95,36663.65,9434.6,1369.33,3446.48,811.48,11274.2,6100.18,2886.19,1341.18,60.1,70.0,51025.6,2.792,22,02/24/2021,,FEBRUARY,2021
3551,2021-02-24 23:00:00,13.98,16243.83,2751.15,1588.69,1801.96,1216.54,8885.49,34586.73,8918.26,1266.28,3438.94,766.05,10576.33,5627.43,2694.17,1299.27,62.1,69.1,50343.9,2.792,23,02/24/2021,,FEBRUARY,2021
3552,2021-02-25 00:00:00,5.86,14322.75,2101.39,1360.88,1578.89,1103.44,8178.15,,,,,,,,,,62.1,68.0,50021.3,2.792,24,02/24/2021,,FEBRUARY,2021
3553,2021-02-25 01:00:00,3.99,13747.11,1965.6,1390.14,1326.13,1069.32,7995.92,30668.7,7925.38,1098.41,3428.3,698.12,9327.22,4775.28,2261.37,1154.62,55.9,69.1,49365.4,2.755,1,02/25/2021,,FEBRUARY,2021
3554,2021-02-25 02:00:00,3.0,13078.05,1861.2,1557.99,1359.82,963.69,7335.35,29764.97,7656.54,1065.45,3380.95,723.55,9107.4,4550.07,2134.56,1146.44,46.0,69.1,48982.6,2.755,2,02/25/2021,,FEBRUARY,2021
3555,2021-02-25 03:00:00,4.99,12697.29,1719.66,1581.82,1218.62,1031.2,7145.99,29393.43,7503.06,1063.6,3372.74,725.74,9090.55,4409.82,2059.0,1168.92,46.0,69.1,47819.1,2.755,3,02/25/2021,,FEBRUARY,2021
3556,2021-02-25 04:00:00,8.0,12632.2,2115.75,1531.4,1277.43,984.07,6723.55,29483.59,7471.54,1078.94,3356.74,743.89,9274.73,4336.01,2030.37,1191.36,43.0,69.1,45975.1,2.755,4,02/25/2021,,FEBRUARY,2021
3557,2021-02-25 05:00:00,12.34,12986.96,2514.48,1470.12,1215.79,870.44,6916.13,30144.85,7555.65,1119.82,3357.82,779.76,9653.19,4409.87,2026.06,1242.68,43.0,68.0,46268.1,2.755,5,02/25/2021,,FEBRUARY,2021
3558,2021-02-25 06:00:00,15.69,13208.19,2537.54,1294.66,1066.9,837.03,7472.06,31886.04,7917.95,1223.37,3357.3,842.48,10485.69,4634.64,2090.42,1334.19,39.9,68.0,47554.7,2.755,6,02/25/2021,,FEBRUARY,2021
3559,2021-02-25 07:00:00,18.53,13132.12,2361.84,1377.77,934.6,814.96,7642.95,34969.21,8516.21,1394.03,3427.45,950.74,11833.37,5153.7,2285.18,1408.54,42.1,68.0,50551.2,2.755,7,02/25/2021,,FEBRUARY,2021
3560,2021-02-25 08:00:00,20.38,12389.82,1837.64,1395.02,875.58,780.13,7501.45,36695.94,8843.27,1457.2,3491.24,971.12,12623.7,5493.85,2390.09,1425.47,46.9,68.0,49399.7,2.755,8,02/25/2021,,FEBRUARY,2021
3561,2021-02-25 09:00:00,21.41,11668.99,1321.07,1523.38,939.54,581.04,7303.96,37593.35,9161.73,1478.21,3487.77,920.56,12942.43,5700.72,2482.6,1419.33,54.0,70.0,48575.4,2.755,9,02/25/2021,,FEBRUARY,2021
3562,2021-02-25 10:00:00,21.12,10823.97,1082.15,2105.49,917.47,616.08,6102.78,38412.25,9457.47,1487.14,3545.67,902.72,13100.91,5854.95,2645.68,1417.7,60.1,72.0,47865.8,2.755,10,02/25/2021,,FEBRUARY,2021
3563,2021-02-25 11:00:00,21.31,10361.4,1036.09,2587.84,987.24,462.73,5287.5,38857.59,9653.74,1467.96,3578.79,900.26,13094.31,5944.75,2799.21,1418.57,64.9,73.0,46820.1,2.755,11,02/25/2021,,FEBRUARY,2021
3564,2021-02-25 12:00:00,21.04,10240.43,823.04,3001.77,1359.85,257.91,4797.86,39201.12,9775.35,1439.21,3513.8,898.26,13112.94,6042.76,3008.48,1410.32,70.0,73.9,46341.8,2.755,12,02/25/2021,,FEBRUARY,2021
3565,2021-02-25 13:00:00,20.64,9920.11,638.58,3232.59,1561.83,217.34,4269.77,39310.73,9794.82,1415.48,3521.22,876.57,13043.69,6112.98,3175.05,1370.92,72.0,69.1,47339.6,2.755,13,02/25/2021,,FEBRUARY,2021
3566,2021-02-25 14:00:00,19.35,9376.74,523.21,3211.56,1558.91,220.38,3862.68,39326.61,9802.11,1415.16,3565.76,857.61,12916.89,6130.35,3323.25,1315.48,75.0,68.0,47661.7,2.755,14,02/25/2021,,FEBRUARY,2021
3567,2021-02-25 15:00:00,18.91,9465.94,548.48,3187.99,1738.3,205.21,3785.96,39187.69,9746.91,1406.83,3545.56,847.58,12825.98,6088.01,3418.64,1308.2,75.0,66.9,47482.7,2.755,15,02/25/2021,,FEBRUARY,2021
3568,2021-02-25 16:00:00,19.21,9505.95,645.77,3223.77,1872.65,235.14,3528.62,39271.74,9739.09,1408.52,3551.61,856.08,12880.25,6055.64,3469.61,1310.94,75.0,66.9,47288.8,2.755,16,02/25/2021,,FEBRUARY,2021
3569,2021-02-25 17:00:00,20.06,9670.27,693.43,3241.84,1942.93,315.97,3476.1,39611.31,9713.57,1441.24,3562.17,879.35,13078.35,6119.1,3485.15,1332.39,73.9,68.0,47766.2,2.755,17,02/25/2021,,FEBRUARY,2021
3570,2021-02-25 18:00:00,23.8,9460.3,748.69,3317.9,2007.71,477.29,2908.71,40484.09,9730.32,1497.72,3603.37,918.15,13637.67,6332.56,3440.41,1323.88,71.1,68.0,47655.3,2.755,18,02/25/2021,,FEBRUARY,2021
3571,2021-02-25 19:00:00,44.08,9451.22,689.76,3422.14,1938.66,560.76,2839.9,41686.6,9946.77,1567.27,3619.89,942.46,14101.5,6680.08,3405.33,1423.31,66.9,68.0,47277.9,2.755,19,02/25/2021,,FEBRUARY,2021
3572,2021-02-25 20:00:00,27.66,8824.59,492.25,3441.85,2029.42,529.46,2331.61,41872.89,9968.04,1564.74,3668.94,927.25,14110.89,6735.52,3418.55,1478.95,64.9,68.0,46415.7,2.755,20,02/25/2021,,FEBRUARY,2021
