,DATETIME,HB_HOUSTON (DALMP),GR_ERCOT (WIND_RTI),GR_PANHANDLE (WIND_RTI),GR_COASTAL (WIND_RTI),GR_SOUTH (WIND_RTI),GR_NORTH (WIND_RTI),GR_WEST (WIND_RTI),WZ_ERCOT (RTLOAD),WZ_Coast (RTLOAD),WZ_East (RTLOAD),WZ_FarWest (RTLOAD),WZ_North (RTLOAD),WZ_NorthCentral (RTLOAD),WZ_SouthCentral (RTLOAD),WZ_Southern (RTLOAD),WZ_West (RTLOAD),TX - El Paso/Intl (TEMP_F),TX - Houston/Intercontinental (TEMP_F),ERCOT (GEN_RESOURCE),Henry (GASPRICE),HOURENDING,MARKETDAY,PEAKTYPE,MONTH,YEAR
0,2020-09-30 01:00:00,11.25,11026.04,1577.95,25.53,840.71,618.14,7963.71,32230.32,9466.64,1103.49,3474.35,721.6,9146.48,4887.44,2477.51,952.83,60.1,57.9,47779.8,1.691,1,09/30/2020,,SEPTEMBER,2020
1,2020-09-30 02:00:00,9.39,11519.25,1970.73,70.0,882.34,799.2,7796.98,30902.57,9135.2,1023.14,3492.14,720.6,8666.72,4608.16,2365.45,891.15,59.0,57.0,47866.5,1.691,2,09/30/2020,,SEPTEMBER,2020
2,2020-09-30 03:00:00,5.9,11220.64,2320.01,100.92,859.02,848.29,7092.4,30103.53,8914.63,1008.98,3490.22,723.89,8363.25,4436.0,2281.3,885.24,63.0,55.9,47819.4,1.691,3,09/30/2020,,SEPTEMBER,2020
3,2020-09-30 04:00:00,5.39,11170.28,2456.07,136.21,945.12,888.14,6744.74,29752.37,8861.42,1012.5,3470.18,734.79,8214.84,4340.2,2233.98,884.45,57.9,57.0,47739.2,1.691,4,09/30/2020,,SEPTEMBER,2020
4,2020-09-30 05:00:00,5.91,11465.83,2545.12,184.12,1040.59,970.29,6725.71,30082.29,8967.94,1029.37,3438.87,735.69,8330.76,4412.02,2214.03,953.61,55.9,55.9,47602.9,1.691,5,09/30/2020,,SEPTEMBER,2020
5,2020-09-30 06:00:00,10.15,11785.69,2568.42,187.67,1127.7,1026.06,6875.84,31332.75,9343.07,1084.38,3410.3,750.08,8846.97,4590.64,2276.54,1030.76,54.0,55.9,47612.0,1.691,6,09/30/2020,,SEPTEMBER,2020
6,2020-09-30 07:00:00,12.82,11195.4,2373.64,279.85,1108.62,927.57,6505.72,33607.37,9915.63,1210.37,3454.87,793.26,9702.93,5022.27,2436.88,1071.16,55.0,55.0,52576.4,1.691,7,09/30/2020,,SEPTEMBER,2020
7,2020-09-30 08:00:00,12.53,10097.65,1767.64,482.24,1135.92,821.94,5889.91,34777.11,10155.68,1238.59,3501.37,780.28,10189.62,5321.72,2533.64,1056.21,59.0,57.0,52501.4,1.691,8,09/30/2020,,SEPTEMBER,2020
8,2020-09-30 09:00:00,11.82,8901.8,1281.47,528.13,1171.17,716.95,5204.08,35482.63,10405.21,1234.68,3528.54,783.75,10509.17,5412.45,2605.45,1003.39,63.0,66.0,51792.4,1.691,9,09/30/2020,,SEPTEMBER,2020
9,2020-09-30 10:00:00,13.12,5100.79,614.86,213.11,677.08,492.17,3103.57,36612.74,10818.56,1257.81,3576.82,856.22,10911.42,5527.05,2716.19,948.66,68.0,72.0,51444.4,1.691,10,09/30/2020,,SEPTEMBER,2020
10,2020-09-30 11:00:00,14.27,2746.68,119.15,128.83,487.65,304.47,1706.58,38113.39,11287.1,1336.31,3628.58,894.91,11449.88,5676.53,2868.83,971.26,72.0,78.1,52453.6,1.691,11,09/30/2020,,SEPTEMBER,2020
11,2020-09-30 12:00:00,15.75,1931.64,23.92,128.07,385.56,180.42,1213.67,39975.75,11776.35,1411.79,3679.09,946.98,12108.57,5934.05,3086.9,1032.02,77.0,81.0,52981.7,1.691,12,09/30/2020,,SEPTEMBER,2020
12,2020-09-30 13:00:00,18.6,1149.56,26.27,63.87,228.37,96.87,734.18,42036.99,12297.66,1439.27,3733.95,986.29,12859.83,6283.13,3347.1,1089.75,81.0,82.9,54321.4,1.691,13,09/30/2020,,SEPTEMBER,2020
13,2020-09-30 14:00:00,19.98,839.75,77.98,31.51,123.21,51.66,555.39,44666.08,12901.86,1610.07,3810.23,1035.04,13854.25,6673.97,3633.11,1147.56,84.0,82.9,54994.1,1.691,14,09/30/2020,,SEPTEMBER,2020
14,2020-09-30 15:00:00,26.78,1275.94,129.13,91.25,179.53,37.8,838.23,47208.65,13529.78,1691.13,3874.34,1090.76,14830.12,7108.09,3877.76,1206.68,86.0,84.0,55145.2,1.691,15,09/30/2020,,SEPTEMBER,2020
15,2020-09-30 16:00:00,40.01,1513.7,212.38,184.45,205.95,50.41,860.51,49711.3,14104.29,1799.72,3941.54,1155.4,15823.26,7544.58,4056.97,1285.54,87.1,84.9,55316.2,1.691,16,09/30/2020,,SEPTEMBER,2020
16,2020-09-30 17:00:00,43.4,1506.94,325.95,314.09,176.82,48.94,641.14,51400.01,14428.45,1844.72,3995.31,1191.18,16538.68,7909.87,4143.04,1348.75,88.0,84.9,55816.8,1.691,17,09/30/2020,,SEPTEMBER,2020
17,2020-09-30 18:00:00,32.87,1737.93,656.97,390.28,136.82,59.07,494.79,51765.4,14405.91,1856.15,3996.45,1204.0,16685.12,8100.88,4129.29,1387.6,87.1,84.0,57088.8,1.691,18,09/30/2020,,SEPTEMBER,2020
18,2020-09-30 19:00:00,26.41,2710.38,1279.7,518.43,138.43,84.08,689.74,50177.89,13894.06,1777.86,3934.98,1137.32,16041.09,7972.48,3971.25,1448.86,82.9,75.0,55619.4,1.691,19,09/30/2020,,SEPTEMBER,2020
19,2020-09-30 20:00:00,22.44,4129.95,1557.51,544.42,176.01,181.52,1670.49,48029.77,13361.99,1722.77,3874.74,1067.27,15201.26,7641.06,3775.28,1385.41,79.0,73.0,54370.1,1.691,20,09/30/2020,,SEPTEMBER,2020
20,2020-09-30 21:00:00,18.05,6925.64,2276.96,551.42,409.18,305.43,3382.65,46096.66,12895.77,1631.12,3828.7,1041.66,14426.17,7315.64,3646.69,1310.91,75.9,66.0,55310.0,1.691,21,09/30/2020,,SEPTEMBER,2020
21,2020-09-30 22:00:00,15.48,9704.73,2654.78,549.97,842.44,471.67,5185.87,43313.33,12238.69,1524.32,3742.74,971.01,13362.44,6818.59,3415.22,1240.32,73.9,63.0,55551.2,1.691,22,09/30/2020,,SEPTEMBER,2020
22,2020-09-30 23:00:00,14.08,11788.45,2617.37,545.87,1380.0,620.31,6624.9,40019.69,11424.34,1364.71,3631.44,893.44,12158.97,6192.64,3155.52,1198.61,70.0,64.9,52363.9,1.691,23,09/30/2020,,SEPTEMBER,2020
23,2020-10-01 00:00:00,12.59,12643.47,2486.38,449.79,1797.36,646.98,7262.96,36836.56,10604.95,1276.46,3580.03,830.06,10967.98,5564.2,2880.57,1132.32,64.9,61.0,50680.0,1.691,24,09/30/2020,,SEPTEMBER,2020
24,2020-10-01 01:00:00,9.91,12229.13,2463.44,367.37,1782.6,585.03,7030.69,34198.42,9945.25,1172.2,3498.51,792.49,9972.59,5078.39,2670.6,1068.39,66.9,62.1,46500.7,1.631,1,10/01/2020,,OCTOBER,2020
25,2020-10-01 02:00:00,7.96,11089.98,2406.05,245.19,1753.68,536.9,6148.16,32351.06,9495.04,1047.77,3497.29,753.37,9265.57,4758.42,2591.32,942.27,64.9,61.0,44987.7,1.631,2,10/01/2020,,OCTOBER,2020
26,2020-10-01 03:00:00,5.35,9561.86,2366.1,122.4,1503.32,440.12,5129.92,31206.13,9214.36,1021.44,3489.59,727.01,8767.78,4534.54,2487.39,964.02,62.1,61.0,44058.0,1.631,3,10/01/2020,,OCTOBER,2020
27,2020-10-01 04:00:00,6.45,8366.55,2402.3,24.71,1097.91,358.99,4482.64,30648.19,9113.63,1002.67,3470.59,723.24,8534.71,4438.13,2444.43,920.79,63.0,59.0,42453.8,1.631,4,10/01/2020,,OCTOBER,2020
28,2020-10-01 05:00:00,8.29,7560.74,2406.66,7.69,756.34,436.06,3953.99,30738.39,9151.3,997.51,3434.79,721.81,8586.87,4482.41,2439.43,924.28,57.0,59.0,40787.1,1.631,5,10/01/2020,,OCTOBER,2020
29,2020-10-01 06:00:00,10.81,7009.56,2424.73,5.08,627.81,573.44,3378.5,31904.01,9443.29,1047.01,3414.26,742.5,9058.0,4689.29,2510.01,999.66,59.0,57.9,41358.2,1.631,6,10/01/2020,,OCTOBER,2020
30,2020-10-01 07:00:00,12.59,6555.54,2395.91,6.66,518.76,591.2,3043.01,34229.16,10016.67,1180.92,3388.14,792.68,9967.36,5118.86,2661.1,1103.43,55.9,59.0,45488.6,1.631,7,10/01/2020,,OCTOBER,2020
31,2020-10-01 08:00:00,13.12,6810.28,2210.78,2.25,528.86,682.7,3385.69,35497.41,10243.69,1238.88,3344.39,786.01,10508.46,5416.5,2734.57,1224.91,59.0,59.0,45761.3,1.631,8,10/01/2020,,OCTOBER,2020
32,2020-10-01 09:00:00,12.55,6385.75,1789.41,3.28,363.58,641.88,3587.6,36299.85,10565.94,1308.06,3322.18,788.18,10774.83,5508.33,2820.56,1211.77,64.9,66.9,46803.5,1.631,9,10/01/2020,,OCTOBER,2020
33,2020-10-01 10:00:00,12.7,5398.24,1549.93,0.62,218.67,513.69,3115.33,37832.62,11081.46,1385.23,3353.8,867.41,11211.68,5717.11,3001.56,1214.36,73.0,73.9,49583.4,1.631,10,10/01/2020,,OCTOBER,2020
34,2020-10-01 11:00:00,13.64,6177.21,2173.05,0.53,127.12,490.05,3386.46,39764.59,11721.77,1448.15,3329.58,933.26,11784.17,6029.11,3244.01,1274.54,80.1,79.0,50808.4,1.631,11,10/01/2020,,OCTOBER,2020
35,2020-10-01 12:00:00,13.79,7872.86,2392.25,0.8,162.84,566.07,4750.9,41838.44,12402.3,1507.87,3334.52,980.66,12395.56,6353.76,3550.45,1313.33,84.0,82.9,51965.5,1.631,12,10/01/2020,,OCTOBER,2020
36,2020-10-01 13:00:00,17.85,8650.01,2022.62,1.18,262.29,551.05,5812.87,43987.11,13100.33,1577.44,3410.83,997.85,12961.1,6722.63,3849.12,1367.81,89.1,86.0,53182.2,1.631,13,10/01/2020,,OCTOBER,2020
37,2020-10-01 14:00:00,19.01,8360.32,1630.24,25.95,338.17,472.22,5893.74,46261.48,13899.59,1650.88,3517.36,1005.5,13471.61,7250.93,4074.95,1390.67,89.1,87.1,55622.0,1.631,14,10/01/2020,,OCTOBER,2020
38,2020-10-01 15:00:00,23.06,7506.8,1201.85,106.56,367.32,444.72,5386.35,48407.7,14652.45,1763.58,3617.41,1002.39,13863.22,7768.6,4301.39,1438.67,90.0,88.0,55690.8,1.631,15,10/01/2020,,OCTOBER,2020
39,2020-10-01 16:00:00,26.44,6659.1,790.98,141.26,423.71,386.35,4916.8,50083.11,15222.06,1778.26,3713.79,1007.59,14175.83,8248.76,4466.08,1470.75,90.0,88.0,56347.1,1.631,16,10/01/2020,,OCTOBER,2020
40,2020-10-01 17:00:00,27.94,5928.16,505.83,131.68,437.83,347.1,4505.72,51174.15,15472.27,1848.67,3786.73,1005.99,14373.45,8648.55,4534.83,1503.67,89.1,87.1,55845.7,1.631,17,10/01/2020,,OCTOBER,2020
41,2020-10-01 18:00:00,26.52,5179.8,357.43,160.15,393.33,335.54,3933.35,50808.14,15224.0,1827.92,3799.0,983.11,14261.69,8764.98,4444.33,1503.1,86.0,84.9,55381.8,1.631,18,10/01/2020,,OCTOBER,2020
42,2020-10-01 19:00:00,20.69,4770.41,317.45,228.58,356.64,318.71,3549.03,48926.92,14524.66,1749.97,3795.28,916.77,13695.37,8514.11,4243.66,1487.09,82.0,77.0,53017.5,1.631,19,10/01/2020,,OCTOBER,2020
43,2020-10-01 20:00:00,20.79,4933.41,458.39,184.86,419.8,422.88,3447.48,47252.16,14027.9,1690.11,3753.37,887.9,13337.64,8149.31,4031.1,1374.84,79.0,75.0,51756.8,1.631,20,10/01/2020,,OCTOBER,2020
44,2020-10-01 21:00:00,16.27,6823.27,724.62,110.87,724.45,596.98,4666.35,45639.81,13454.36,1620.48,3697.03,866.82,12963.46,7805.81,3896.71,1335.15,77.0,73.9,52155.4,1.631,21,10/01/2020,,OCTOBER,2020
45,2020-10-01 22:00:00,14.28,8894.99,1173.69,62.44,1088.08,644.15,5926.63,43342.66,12803.92,1575.08,3615.63,841.44,12241.55,7302.19,3648.64,1314.2,75.0,73.0,52309.6,1.631,22,10/01/2020,,OCTOBER,2020
46,2020-10-01 23:00:00,13.37,9829.47,1863.77,42.25,1177.18,611.08,6135.19,40352.66,12114.2,1440.61,3529.78,806.42,11240.56,6613.45,3359.46,1248.18,73.9,72.0,50813.9,1.631,23,10/01/2020,,OCTOBER,2020
47,2020-10-02 00:00:00,11.44,10096.3,2321.63,12.92,1071.32,662.9,6027.53,37367.46,11371.81,1321.77,3520.67,763.98,10180.37,5979.64,3068.53,1160.68,73.0,70.0,50170.2,1.631,24,10/01/2020,,OCTOBER,2020
48,2020-10-02 01:00:00,12.16,9951.63,2396.25,3.21,892.8,617.9,6041.47,34845.84,10662.09,1186.83,3473.0,732.15,9366.75,5469.74,2842.01,1113.27,71.1,66.9,44808.7,1.49,1,10/02/2020,,OCTOBER,2020
49,2020-10-02 02:00:00,10.63,9416.93,2268.49,45.51,689.65,595.62,5817.66,32984.1,10134.34,1076.46,3421.19,698.42,8857.77,5110.86,2679.07,1005.99,68.0,64.9,44546.7,1.49,2,10/02/2020,,OCTOBER,2020
50,2020-10-02 03:00:00,9.85,9016.43,2312.58,53.54,488.99,596.33,5564.99,31896.77,9789.32,1042.24,3437.96,688.08,8508.72,4868.5,2567.48,994.47,66.9,63.0,43103.9,1.49,3,10/02/2020,,OCTOBER,2020
51,2020-10-02 04:00:00,10.29,8802.25,2410.81,68.44,389.39,568.99,5364.62,31302.53,9589.21,1068.01,3440.31,687.4,8331.53,4732.29,2501.11,952.68,66.0,62.1,42634.5,1.49,4,10/02/2020,,OCTOBER,2020
52,2020-10-02 05:00:00,10.8,9139.9,2405.69,121.12,388.24,556.94,5667.91,31380.44,9569.1,1093.77,3458.49,695.72,8389.97,4731.53,2483.73,958.14,64.0,61.0,42599.0,1.49,5,10/02/2020,,OCTOBER,2020
53,2020-10-02 06:00:00,12.69,9319.16,2430.24,157.01,381.67,495.42,5854.82,32343.24,9818.08,1145.07,3540.59,719.51,8796.95,4865.0,2550.19,907.85,62.1,60.1,42804.8,1.49,6,10/02/2020,,OCTOBER,2020
54,2020-10-02 07:00:00,15.3,9637.87,2429.9,277.5,423.62,474.37,6032.48,34443.41,10293.79,1252.85,3583.27,776.45,9652.82,5240.8,2697.32,946.09,61.0,57.9,45016.7,1.49,7,10/02/2020,,OCTOBER,2020
55,2020-10-02 08:00:00,13.79,10162.81,2404.14,426.7,575.49,617.25,6139.23,35790.73,10535.99,1297.19,3624.48,789.71,10202.87,5574.5,2778.36,987.62,63.0,60.1,47003.6,1.49,8,10/02/2020,,OCTOBER,2020
56,2020-10-02 09:00:00,13.55,9842.88,2281.21,484.56,497.92,593.71,5985.48,36631.88,10803.68,1337.21,3614.28,808.45,10499.08,5703.81,2855.99,1009.39,68.0,64.9,47089.8,1.49,9,10/02/2020,,OCTOBER,2020
57,2020-10-02 10:00:00,13.99,8124.46,1966.02,283.85,348.3,363.74,5162.55,37880.69,11240.85,1391.53,3561.59,862.8,10823.25,5890.92,3004.69,1105.05,71.1,71.1,47949.1,1.49,10,10/02/2020,,OCTOBER,2020
58,2020-10-02 11:00:00,14.21,9308.74,2451.13,269.62,403.55,280.94,5903.5,39384.51,11737.15,1434.0,3512.41,919.77,11261.25,6124.9,3228.77,1166.26,75.0,73.9,50557.8,1.49,11,10/02/2020,,OCTOBER,2020
59,2020-10-02 12:00:00,13.73,8497.93,2463.85,310.96,380.71,186.24,5156.17,40811.48,12201.94,1491.49,3519.37,944.44,11542.92,6377.18,3501.56,1232.59,80.1,78.1,52276.5,1.49,12,10/02/2020,,OCTOBER,2020
60,2020-10-02 13:00:00,14.47,7901.87,2474.96,282.88,330.53,118.5,4695.0,42118.82,12546.91,1535.7,3530.34,952.67,11886.91,6660.92,3792.6,1212.78,82.0,80.1,54491.1,1.49,13,10/02/2020,,OCTOBER,2020
61,2020-10-02 14:00:00,16.6,8669.5,2447.08,301.33,315.11,116.85,5489.13,43852.59,13064.81,1567.66,3564.24,963.8,12296.46,7017.79,4066.83,1311.0,86.0,81.0,53845.7,1.49,14,10/02/2020,,OCTOBER,2020
62,2020-10-02 15:00:00,18.5,9191.24,2438.92,379.65,403.94,117.92,5850.81,45517.75,13529.27,1634.51,3594.82,986.16,12703.52,7383.72,4278.22,1407.52,87.1,82.9,53320.2,1.49,15,10/02/2020,,OCTOBER,2020
63,2020-10-02 16:00:00,19.2,9799.13,2371.89,530.44,475.9,126.09,6294.81,46979.61,13988.64,1677.62,3699.89,998.44,13016.9,7741.42,4396.27,1460.44,89.1,82.9,53822.7,1.49,16,10/02/2020,,OCTOBER,2020
64,2020-10-02 17:00:00,18.71,9765.39,2335.92,656.94,477.55,153.04,6141.94,47861.02,14205.89,1743.95,3760.93,981.33,13207.07,7990.85,4415.43,1555.57,88.0,82.0,54639.7,1.49,17,10/02/2020,,OCTOBER,2020
65,2020-10-02 18:00:00,17.28,9993.37,2376.39,728.21,573.53,217.49,6097.75,47473.57,13998.53,1711.95,3790.07,918.78,13154.05,8063.15,4291.54,1545.5,88.0,81.0,54231.1,1.49,18,10/02/2020,,OCTOBER,2020
66,2020-10-02 19:00:00,16.37,10405.07,2281.9,753.03,679.1,357.14,6333.9,45594.8,13288.18,1626.2,3749.14,901.06,12673.22,7795.61,4059.17,1502.21,82.9,75.9,52358.4,1.49,19,10/02/2020,,OCTOBER,2020
67,2020-10-02 20:00:00,15.7,11244.26,2000.04,576.55,1081.8,687.67,6898.2,43886.66,12699.08,1581.02,3683.56,881.52,12316.07,7405.38,3879.65,1440.37,78.1,69.1,51527.8,1.49,20,10/02/2020,,OCTOBER,2020
68,2020-10-02 21:00:00,13.81,14400.53,2434.19,460.12,1579.84,985.3,8941.08,42615.21,12207.79,1530.53,3650.85,895.45,12013.28,7127.59,3759.34,1430.38,79.0,64.9,51229.1,1.49,21,10/02/2020,,OCTOBER,2020
69,2020-10-02 22:00:00,12.97,15400.12,2411.81,378.97,1623.35,1078.23,9907.76,40660.72,11603.59,1458.29,3572.08,857.85,11467.02,6727.49,3571.1,1403.29,73.9,64.9,51391.0,1.49,22,10/02/2020,,OCTOBER,2020
70,2020-10-02 23:00:00,12.36,15739.68,2435.4,358.67,1689.27,1121.16,10135.18,38467.65,10993.7,1367.05,3528.89,819.09,10825.02,6247.84,3365.47,1320.58,68.0,63.0,49739.2,1.49,23,10/02/2020,,OCTOBER,2020
71,2020-10-03 00:00:00,11.94,15750.09,2385.45,319.92,1840.8,1045.18,10158.74,36114.3,10370.07,1262.04,3524.71,791.38,10054.84,5725.02,3148.86,1237.39,68.0,61.0,48704.2,1.49,24,10/02/2020,,OCTOBER,2020
72,2020-10-03 01:00:00,8.02,15483.27,2379.61,337.22,1764.15,965.06,10037.23,34020.68,9855.91,1171.84,3454.92,766.12,9372.59,5298.83,2924.91,1175.58,70.0,62.1,47979.2,1.331,1,10/03/2020,,OCTOBER,2020
73,2020-10-03 02:00:00,6.46,15237.96,2368.74,289.64,1852.62,925.94,9801.02,32414.55,9510.66,1110.89,3408.06,745.1,8822.18,4947.73,2756.33,1113.61,66.0,59.0,47693.3,1.331,2,10/03/2020,,OCTOBER,2020
74,2020-10-03 03:00:00,5.34,14865.34,2348.65,217.27,1872.96,900.22,9526.24,31377.46,9246.76,1058.83,3405.34,724.26,8521.97,4722.13,2635.83,1062.35,64.0,57.0,46508.9,1.331,3,10/03/2020,,OCTOBER,2020
75,2020-10-03 04:00:00,5.07,14592.77,2331.53,166.75,1732.83,1046.14,9315.52,30658.28,9059.0,990.89,3405.01,708.0,8321.89,4589.72,2553.43,1030.35,64.9,57.9,46062.1,1.331,4,10/03/2020,,OCTOBER,2020
76,2020-10-03 05:00:00,4.95,14317.63,2301.51,114.01,1685.92,1122.15,9094.04,30470.98,9008.18,988.82,3485.52,686.38,8287.4,4518.05,2505.26,991.36,64.9,57.0,45379.4,1.331,5,10/03/2020,,OCTOBER,2020
77,2020-10-03 06:00:00,5.32,14231.23,1973.65,72.84,1593.53,1051.56,9539.65,30781.55,9062.16,1007.57,3534.21,674.33,8434.41,4563.85,2506.13,998.9,63.0,54.0,44382.9,1.331,6,10/03/2020,,OCTOBER,2020
78,2020-10-03 07:00:00,8.87,14515.92,1479.7,49.95,1576.53,1102.17,10307.57,31551.8,9280.4,1055.62,3555.11,683.33,8723.15,4702.09,2553.26,998.84,62.1,55.9,43710.1,1.331,7,10/03/2020,,OCTOBER,2020
79,2020-10-03 08:00:00,10.69,14625.82,1453.67,64.73,1619.25,1106.94,10381.23,32310.36,9433.3,1088.43,3554.29,707.89,9060.47,4865.81,2559.68,1040.5,57.0,55.9,42920.9,1.331,8,10/03/2020,,OCTOBER,2020
80,2020-10-03 09:00:00,12.08,14443.4,2054.85,53.38,1591.84,1070.33,9673.0,33573.17,9824.73,1153.08,3535.29,767.92,9515.59,5038.15,2672.82,1065.59,68.0,62.1,44128.8,1.331,9,10/03/2020,,OCTOBER,2020
81,2020-10-03 10:00:00,12.78,13109.12,2329.33,30.21,1272.81,931.09,8545.68,35386.86,10439.97,1213.21,3598.7,835.73,10055.0,5303.61,2938.61,1002.03,72.0,69.1,47936.3,1.331,10,10/03/2020,,OCTOBER,2020
82,2020-10-03 11:00:00,12.0,12732.74,2302.25,259.73,1430.03,881.53,7859.2,37220.13,11057.14,1265.82,3691.55,884.89,10509.9,5615.03,3229.81,965.98,77.0,73.9,51618.3,1.331,11,10/03/2020,,OCTOBER,2020
83,2020-10-03 12:00:00,12.95,11488.2,2322.99,385.27,1270.88,810.23,6698.83,39047.21,11666.52,1301.34,3798.93,907.32,10896.37,5981.28,3545.7,949.76,82.0,78.1,51098.5,1.331,12,10/03/2020,,OCTOBER,2020
84,2020-10-03 13:00:00,15.1,9550.37,2359.71,418.59,1085.3,575.65,5111.12,40861.26,12236.98,1343.19,3863.18,926.64,11319.63,6320.35,3850.76,1000.52,86.0,80.1,52002.9,1.331,13,10/03/2020,,OCTOBER,2020
85,2020-10-03 14:00:00,16.1,8154.56,2382.62,499.16,983.35,398.08,3891.35,42875.88,12905.63,1413.14,3922.08,963.22,11763.47,6727.02,4118.41,1062.91,88.0,82.9,52283.6,1.331,14,10/03/2020,,OCTOBER,2020
86,2020-10-03 15:00:00,17.78,7063.79,2411.04,625.22,906.07,309.33,2812.13,45087.06,13616.8,1498.6,3943.69,1002.11,12363.19,7147.56,4324.19,1190.93,90.0,84.0,51999.6,1.331,15,10/03/2020,,OCTOBER,2020
87,2020-10-03 16:00:00,21.0,6644.01,2411.32,752.21,874.32,251.31,2354.85,47150.85,14177.36,1569.8,3950.14,1041.11,13048.84,7550.26,4457.28,1356.07,91.0,82.9,52522.2,1.331,16,10/03/2020,,OCTOBER,2020
88,2020-10-03 17:00:00,25.73,6535.19,2390.49,952.95,870.57,206.25,2114.93,48446.96,14431.36,1597.64,3972.22,1061.17,13582.01,7872.93,4468.83,1460.81,91.9,82.9,52520.5,1.331,17,10/03/2020,,OCTOBER,2020
89,2020-10-03 18:00:00,22.9,7473.43,2321.27,1130.28,935.76,155.1,2931.02,48593.14,14279.61,1602.29,3899.03,1046.59,13779.58,8012.39,4383.75,1589.9,90.0,80.1,52621.4,1.331,18,10/03/2020,,OCTOBER,2020
90,2020-10-03 19:00:00,21.62,8784.0,1841.58,1082.44,1087.72,166.73,4605.53,47031.76,13659.32,1553.05,3714.15,965.71,13380.87,7879.53,4161.74,1717.4,86.0,75.9,50590.5,1.331,19,10/03/2020,,OCTOBER,2020
91,2020-10-03 20:00:00,20.17,9875.86,1473.56,811.29,1432.95,279.36,5878.7,45587.73,13303.07,1511.47,3601.63,926.63,13011.92,7579.4,3972.75,1680.87,79.0,72.0,51005.6,1.331,20,10/03/2020,,OCTOBER,2020
92,2020-10-03 21:00:00,14.27,12658.78,1610.55,642.41,1764.88,431.15,8209.79,44197.02,12883.11,1461.02,3551.42,907.1,12619.1,7311.25,3834.84,1629.18,75.9,71.1,51557.2,1.331,21,10/03/2020,,OCTOBER,2020
93,2020-10-03 22:00:00,13.45,13772.8,1651.74,531.66,1803.92,575.52,9209.96,42241.36,12354.19,1382.07,3574.66,878.69,11998.12,6943.65,3623.83,1486.15,73.0,69.1,50884.2,1.331,22,10/03/2020,,OCTOBER,2020
94,2020-10-03 23:00:00,12.49,13764.61,1490.21,653.37,1922.79,601.38,9096.86,39975.55,11767.7,1303.19,3501.5,822.51,11279.87,6509.16,3403.84,1387.78,71.1,64.9,49497.3,1.331,23,10/03/2020,,OCTOBER,2020
95,2020-10-04 00:00:00,11.19,13165.19,1163.4,768.67,2109.48,637.69,8485.95,37517.65,11168.18,1209.41,3366.33,759.58,10436.0,6026.69,3184.64,1366.82,70.0,63.0,48605.6,1.331,24,10/03/2020,,OCTOBER,2020
96,2020-10-04 01:00:00,10.64,12301.66,953.87,622.84,2177.67,681.59,7865.69,35187.37,10579.44,1119.9,3379.04,709.72,9659.51,5561.92,2973.7,1204.15,66.9,62.1,46163.1,1.331,1,10/04/2020,,OCTOBER,2020
97,2020-10-04 02:00:00,9.94,9908.94,747.77,500.17,2149.74,620.82,5890.44,33278.51,10107.77,1058.84,3407.23,682.95,9038.42,5146.52,2802.66,1034.13,66.0,63.0,44721.0,1.331,2,10/04/2020,,OCTOBER,2020
98,2020-10-04 03:00:00,9.84,8338.43,602.53,368.82,1977.37,584.71,4805.0,32022.38,9789.59,1023.39,3362.51,671.55,8632.49,4862.5,2675.41,1004.93,64.0,62.1,42794.5,1.331,3,10/04/2020,,OCTOBER,2020
99,2020-10-04 04:00:00,9.24,8274.09,441.34,187.36,1767.34,503.56,5374.49,31219.2,9582.96,997.68,3292.16,647.83,8447.43,4643.08,2572.29,1035.78,63.0,60.1,40672.7,1.331,4,10/04/2020,,OCTOBER,2020
100,2020-10-04 05:00:00,9.53,8216.39,349.52,57.12,1448.01,408.19,5953.55,30842.77,9430.57,988.33,3324.47,642.09,8370.21,4578.53,2510.76,997.8,63.0,61.0,40299.0,1.331,5,10/04/2020,,OCTOBER,2020
101,2020-10-04 06:00:00,10.1,7191.2,334.85,5.93,935.12,391.81,5523.49,30702.89,9357.39,1002.43,3353.99,641.72,8346.45,4548.05,2489.54,963.31,61.0,61.0,41123.2,1.331,6,10/04/2020,,OCTOBER,2020
102,2020-10-04 07:00:00,11.21,6301.09,312.49,16.46,493.23,438.47,5040.44,31050.56,9424.85,1032.24,3368.35,656.57,8478.38,4627.5,2503.14,959.52,61.0,57.0,43669.0,1.331,7,10/04/2020,,OCTOBER,2020
103,2020-10-04 08:00:00,11.02,5498.04,302.97,52.35,396.43,402.56,4343.73,31453.06,9432.46,1063.29,3368.91,675.05,8714.35,4714.77,2499.94,984.28,62.1,59.0,43456.3,1.331,8,10/04/2020,,OCTOBER,2020
104,2020-10-04 09:00:00,11.65,4063.34,215.58,113.68,306.74,273.79,3153.55,32669.88,9770.44,1143.68,3323.13,707.58,9163.62,4955.57,2605.9,999.97,64.9,64.9,43492.5,1.331,9,10/04/2020,,OCTOBER,2020
105,2020-10-04 10:00:00,13.39,2148.3,162.97,49.72,145.24,165.57,1624.8,34899.71,10420.58,1210.68,3349.26,797.52,9905.06,5353.31,2858.84,1004.47,69.1,72.0,46058.5,1.331,10,10/04/2020,,OCTOBER,2020
